,movieName,Metascore_w,Author,AuthorHref,Date,Summary,InteractionsYesCount,InteractionsTotalCount,InteractionsThumbUp,InteractionsThumbDown,sentiment_tuple,sentiment_polarity,sentiment_subjectivity,rel_sent,abs_sent
11730,ghostbusters-2016,4,TVJerry,/user/TVJerry,"Jul 21, 2016","[ ""It's ironic that the all-female quartet of today's hottest comic talents was outshined by the only major male in the cast (a delightfully ditzy Chris Hemsworth). It's also ironic that the two established stars (Melissa McCarthy & Kristen Wiig) come off as trite and tired, while the 2 newer SNL talents (Kate McKinnon & Leslie Jones) turn out the funniest moments. Some of this isn't their fault: the script offers nothing new and seldom supplies any amusing situations or clever punch lines. The action scenes are flat and the ghost efx are a yawn. Director Paul Fieg has kept the energy up, so even when it's dumb, it's never dull. NOTE: There are some fun bits DURING the closing credits and one final gag AFTER them."" ]",10.0,14.0,10.0,4.0,"(0.13674242424242425, 0.5729377104377105)",0.13674242424242425,0.5729377104377105,1.3480887304416718,0.14793771043771048
51578,the-next-three-days,4,TVJerry,/user/TVJerry,"Dec 12, 2010","[ ""Russell Crowe and Elizabeth Banks are a happy and devoted couple, until she's jailed for murder. When it's clear that she'll never be able to prove her innocence, he determines to break her out. Most of the movie is spent with his deliberate planning and setbacks, which is involving, but not particularly exciting. The escape ramps up the rate and generates some mild tension. Ultimately, it's a competent, but unmemorable film."" ]",1.0,2.0,1.0,1.0,"(0.3104166666666667, 0.571875)",0.3104166666666667,0.571875,1.3455882352941178,0.14687500000000003
20592,still-alice,8,TVJerry,/user/TVJerry,"Feb 12, 2015","[ ""Julianne Moore is in almost every frame of this film, often in close-up, and she makes it mesmerizing. She plays an accomplished linguistics professor, who is diagnosed with early onset Alzheimer’s. Needless to say, with a subject like this the journey is intense and it focuses closely on Moore's slow struggle to maintain her mind and retain the relationships with her husband (Alec Baldwin) and 3 children. The supporting cast is strong and the directing duo has fashioned a sensitive story. It does occasionally feel the need to provide us factual information about the disease, but mainly stays on course with many downer moments and lots of tears. This is not a great film, but it is a great performance."" ]",0.0,0.0,0.0,0.0,"(0.11222222222222221, 0.5716666666666667)",0.1122222222222222,0.5716666666666667,1.3450980392156864,0.14666666666666667
201421,the-zookeepers-wife,8,TVJerry,/user/TVJerry,"Apr  1, 2017","[ ""If you're an animal lover the first 30 minutes of this film will touch you deeply. The story starts in 1939 Poland, where the titular character (Jessica Chastain) and her husband (Johan Heldenbergh) lovingly care for the inhabitants of the Warsaw Zoo. When the Nazi's invade, their secret mission to shelter Jews takes the story in a dark direction. All of the actors are strong and director Niki Caro has created a mostly-compelling experience. The inhumane treatment by the Germans cast the appropriate despair and the brave actions by the zookeepers are  intrepid. Even though the subject matter has been covered many times, this film still manages to tell this true tale in with potent results."" ]",1.0,1.0,1.0,0.0,"(0.17261904761904762, 0.5714285714285714)",0.17261904761904762,0.5714285714285714,1.3445378151260503,0.1464285714285714
37360,now-you-see-me,9,TVJerry,/user/TVJerry,"Jun  6, 2013","[ ""4 magicians (Jesse Eisenberg, Woody Harrelson, Isla Fisher, Dave Franco) are assembled into a super magic act that showers its audiences with money. Meanwhile, the FBI (Mark Ruffalo) and a magic debunker (Morgan Freeman) are out to bust them. The tricks are cool, the look is glossy, the pace never lags and the writing keeps it tight. Just like a good illusion, it's mostly flashy surface with minimal deep meaning (thankfully). Go expecting slick summer fun and you'll be thoroughly entertained."" ]",3.0,9.0,3.0,6.0,"(0.1504329004329004, 0.5706709956709957)",0.1504329004329004,0.5706709956709957,1.3427552839317545,0.14567099567099567
41258,les-miserables,10,TVJerry,/user/TVJerry,"Dec 30, 2012","[ ""If you're not a fan of the musical, keep in mind the title: most of these people are miserable, so expect drama and suffering. There is an occasional flash of spectacle, but the majority of the film's powerful songs are in close-ups, often one take. The intimate handheld camera adds to the intensity, but sometimes interferes when it's too jerky or causes shadows on faces. The actors run the gamut from revelatory (Anne Hathaway, Eddie Redmayne, Amanda Seyfried, Lucy Hale) to solid (Hugh Jackman, Sacha Baron Cohen, Helena Bonham Carter) to vocally weak (Russell Crowe). All of the singing is done live, so there's an intimate, expressive power that's distinctive. The narrative unfolds with intensity and grandeur, but this is basically opera, so it's more about emotion than logic or dialogue. Overall, this film is a glorious union of moving moments, beautiful music and powerful performances."" ]",1.0,2.0,1.0,1.0,"(0.16075757575757574, 0.5700000000000001)",0.16075757575757574,0.5700000000000001,1.3411764705882354,0.14500000000000007
195227,room-2015,10,TVJerry,/user/TVJerry,"Nov 24, 2015","[ ""In a 10X10 room, a woman (touchingly portrayed by Brie Larson) has been held captive with her 5-year-old son (a remarkable performance by Jacob Tremblay). The first half is spent in their confined environment before expanding the drama to examine their crisis in facing the real world. Without ever resorting to easy or expected devices, this film is sweet, touching, suspenseful and moving. Director Lenny Abrahamson has brilliantly created an intimate story that's powerful, yet understated. The best film I've seen this year."" ]",4.0,4.0,4.0,0.0,"(0.31444444444444447, 0.568888888888889)",0.3144444444444445,0.568888888888889,1.3385620915032683,0.143888888888889
2832,the-lego-batman-movie,4,TVJerry,/user/TVJerry,"Feb 14, 2017","[ ""Batman proved so popular in the previous Lego movie, that he returns with his own…on his own…all alone. Can he learn to work with others to save Gotham from the Joker? Other than a different plot, this is pretty much like the original. The visual style is cluttered, none of the characters are particularly memorable, the jokes are often bad and the many chases are lively but unfocused.  The energetic approach should please young viewers, but I didn't care much for the original and found this one even less amusing or inventive."" ]",3.0,5.0,3.0,2.0,"(0.16390151515151516, 0.56875)",0.16390151515151516,0.56875,1.338235294117647,0.14375
7902,nerve,7,TVJerry,/user/TVJerry,"Aug 11, 2016","[ ""Emma Roberts & Dave Franco get involved in an online game that dares them to take increasingly dangerous risks. Meanwhile, more and more \""watchers\"" goad them on. This spins the concept of Pokémon GO into a social media thriller that's pretty effective. As the challenges escalate, the romance and teen angst amp up (even though both actors are 7-12 years out of range). Sure, it strains credibility, but this unique concept develops with energy and a youth-oriented approach that keeps it involving and fun to \""watch.\"""" ]",0.0,0.0,0.0,0.0,"(0.1871212121212121, 0.5686868686868687)",0.1871212121212121,0.5686868686868687,1.3380867498514557,0.1436868686868687
5673,the-edge-of-seventeen,5,TVJerry,/user/TVJerry,"Nov 21, 2016","[ ""For all the hype about writer/director Kelly Fremon Craig being the new, edgier John Hughes, I'm not seeing it. Her dialogue isn't especially smart and the plot is downright derivative: A misfit, awkward high school girl from a dysfunctional family with best friend issues, who ignores the sweet nerdy boy who has a crush on her for the unattainable cutie. The only interesting performance comes from the geeky suitor, played by Asian charmer Hayden Szeto. To make matters worse, the lead character (played by Hailee Steinfeld) isn't particularly clever, interesting or sympathetic…just neurotic and borderline obnoxious. Her relationship with a teacher (Woody Harrelson) is somewhat inappropriate and not especially meaningful. While it moves with energy and the performances are decent, there's nothing new or special to make this film memorable."" ]",4.0,5.0,4.0,1.0,"(0.14968423733129615, 0.5671734148204736)",0.14968423733129615,0.5671734148204736,1.334525681930526,0.14217341482047358
183892,third-person,5,TVJerry,/user/TVJerry,"Jul 13, 2014","[ ""This latest from Paul Haggis (best known as the writer/director of \""Crash\"") follows a similar multi-level structure. Three couples play out tragic stories in 3 cities (New York, Rome, Paris), each centering around the loss of a child. The impressive cast (Liam Neeson, James Franco, Adrien Brody, Mila Kunis, Olivia Wilde) turns in deep performances, but it's the script that leaves you wanting. It sets up a number of compelling complex situations (and even tosses in some reality defying twists), but none of it resolves in a gratifying conclusion. I kept waiting for the dramatic revelations, but all I got was flawed characters who suffered interestingly."" ]",0.0,0.0,0.0,0.0,"(0.12108585858585856, 0.5670454545454545)",0.12108585858585855,0.5670454545454545,1.3342245989304813,0.14204545454545453
14711,a-walk-in-the-woods,6,TVJerry,/user/TVJerry,"Sep 10, 2015","[ ""Robert Redford and Nick Nolte decide to hike the Appalachian Trail. This lighthearted cinematic trek presents mild physical challenges, spirited encounters and the inevitable dramatic declarations. Redford plays determined and serious (while sometimes spouting environmental facts), while Nolte gets a chance to be blustery, feisty and the comic center of the film. This won't go down as hilarious or even memorable, but its sweet, low-key charms and lovely scenery should appeal to a mature audience."" ]",1.0,1.0,1.0,0.0,"(0.13407407407407407, 0.5665608465608466)",0.13407407407407407,0.5665608465608466,1.3330843448490508,0.1415608465608466
4757,rules-dont-apply,6,TVJerry,/user/TVJerry,"Nov 29, 2016","[ ""This movie purports to be about a young couple (Alden Ehrenreich & Lily Collins) that fights falling in love because it's against their bosses' rules. In reality (pun intended), their relationship is peripheral  to the story's central character: Howard Hughes (played by the film's writer/director Warren Beatty). Granted, their lives are greatly affected by the billionaire, but at heart, the movie's about Hughes' increasingly peculiar lifestyle and Beatty's eccentric portrayal. It's fun to enjoy the '40s period and watch the elaborate systems set up around the famous recluse. The performances are good, the situations are interesting and the pacing never lags, but the plot rambles and never offers any kind of emotional involvement or compelling dramatic payoff."" ]",1.0,1.0,1.0,0.0,"(0.2947916666666666, 0.565625)",0.2947916666666666,0.565625,1.3308823529411766,0.14062500000000006
